learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
CFPS-CFR_EX+IN  0.0979616  0.159508  0.13286  1  -0.000363877  0.115301  0.159145  -0.395696  5.55112e-17  0.0221675  0.768056  
TIPS-CFR_EX+IN  0.440069  0.329874  0.0756985  1  0.408071  0.230959  -0.0209092  0.0101117  0.278155  9.71445e-17  0.744958  
BEHAV-CFR  0.619595  0.428517  0.112561  1  0.225592  0.0985632  0.227935  0.40965  0.341415  0.151485  2.77556e-17  
BR  1  0.862995  0.981918  1  0.997879  0.954059  0.875762  0.974035  0.963635  0.888945  0.9997  
t = 9
CFR  -1.38778e-17  -0.00407124  -0.00459301  1  -0.0649584  0.364072  0.0637986  0.42752  -0.105387  -0.0509286  0.534177  
CFR_EX+IN  0.0424567  -1.38778e-17  -0.00469642  1  -0.0611612  0.363646  0.00589633  0.426461  -0.0773249  -0.0752881  0.511268  
CFR_IN  0.368831  0.00696404  0  1  0.282832  0.0855689  -0.07403  -0.0493717  -0.188185  -0.133093  0.0271793  
A-CFR_IN  0.0227031  0.130438  0.0247161  1.37894e-15  0.0722632  0.426413  0.397894  0.64226  -0.024801  0.172501  0.68904  
BPS-CFR  0.167388  0.169507  0.462781  1  0  0.280293  0.0534282  0.504374  -0.00538573  -0.0296323  0.567806  
TIPS-CFR  0.542162  0.700905  0.476311  1  0.438706  2.498e-16  0.393258  0.234375  0.507103  0.1389  -0.0187986  
CSPS-CFR  0.609744  0.463834  0.540942  1  0.431054  0.201809  4.16334e-17  0.552945  0.462408  0.214321  0.56075  
CFPS-CFR  0.461051  0.179554  0.331534  1  0.376542  -0.064529  0.3244  2.70183e-16  0.179142  -0.0224904  0.0513326  
CFPS-CFR_EX+IN  0.231336  0.15234  0.529856  1  0.0626839  0.24904  0.033085  0.51022  2.42861e-16  -0.0850953  0.557866  
TIPS-CFR_EX+IN  0.610529  0.326913  0.560196  1  0.430689  0.182661  -0.0786184  0.577544  0.404022  6.245e-17  0.419194  
BEHAV-CFR  0.621509  0.403748  0.534385  1  0.431665  -0.0757888  0.414761  0.254677  0.439801  0.37745  8.67362e-16  
BR  1  0.928081  0.998043  1  1  0.894365  0.923368  0.996305  0.97733  0.760757  0.917582  
t = 10
CFR  0  0.0536265  -0.0699583  1  -0.0923926  0.566779  0.20584  0.550291  -0.130094  -0.0074  0.575535  
CFR_EX+IN  0.0355375  5.0307e-16  -0.0696534  1  -0.115642  0.562915  0.122554  0.541675  -0.122333  0.00534355  0.575535  
CFR_IN  0.158824  -0.26622  0  1  -0.265883  0.108698  -0.14444  0.217003  -0.219919  -0.0225545  0.0506016  
A-CFR_IN  -0.0918637  0.100124  0.193974  6.78814e-16  0.25487  0.540252  0.532876  0.572967  -0.312444  0.165015  0.382184  
BPS-CFR  0.107296  0.101217  0.536677  1  0  0.521031  0.22194  0.240665  -0.057785  -0.00561636  0.51728  
TIPS-CFR  0.659177  0.791607  0.592077  1  0.474402  3.05311e-16  0.138402  0.140546  0.603052  0.0743028  0.0376987  
CSPS-CFR  0.771166  0.286785  0.568759  1  0.31744  0.289916  2.77556e-16  0.203456  0.323087  0.0578385  0.431525  
CFPS-CFR  0.290275  -0.178439  0.384468  1  0.0159619  -0.00861244  -0.160672  0  -0.120684  0.122564  0.000537339  
CFPS-CFR_EX+IN  0.167324  0.0542299  0.631111  1  0.0311733  0.496438  0.16394  0.235489  0  0.00796801  0.481643  
TIPS-CFR_EX+IN  0.618719  0.314809  0.645563  1  0.170282  0.39736  0.236232  0.222205  0.334141  9.02056e-17  0.371352  
