learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
CFR  0.445501  0.80599  0.180053  0.353185  0.751958  0.455729  0.230423  0.396132  0.476258  1.01796  0.606054  
CFR_EX+IN  0.274789  0.857708  0.512742  0.469031  0.870361  0.45269  0.209142  0.43541  0.887986  0.0761582  0.503267  
CFR_IN  0.816338  0.311777  0.331941  0.419861  0.240779  0.377718  0.450065  -0.0160172  0.431459  0.482638  0.245924  
A-CFR_IN  -0.0776859  -0.0649996  0.074747  0.1  0.0569588  0.101633  0.0254484  0.169267  0.0111906  -0.138767  0.414808  
BPS-CFR  0.269972  0.611946  0.649555  0.460521  0.44974  0.978428  -0.0438353  0.653953  0.457137  0.490199  0.407342  
TIPS-CFR  0.684845  0.239619  0.366508  0.314969  0.370647  0.300698  0.455349  0.402004  0.594727  0.323945  0.385112  
CSPS-CFR  0.692813  0.527886  0.843981  0.284114  0.693786  0.496005  0.516639  1.13781  0.303029  0.28571  0.495994  
CFPS-CFR  0.625194  -0.0110459  1.08601  0.243446  0.307511  0.244337  -0.0274827  0.331924  0.457821  0.255072  0.35982  
CFPS-CFR_EX+IN  0.359161  0.593029  0.188791  0.323132  0.421112  0.267524  0.149705  0.292346  0.332  0.517715  0.566283  
TIPS-CFR_EX+IN  0.322952  1.01633  0.194702  0.133198  0.453407  0.451835  0.170479  0.287815  0.313382  0.484719  0.518114  
BEHAV-CFR  0.0845328  0.354735  0.422031  0.150309  0.268392  0.401753  0.319141  0.404384  0.386944  0.112444  0.415237  
t = 13
CFR  0.273884  0.557147  0.0850681  0.409388  1.20594  0.527959  0.153013  0.113733  1.0221  0.86175  0.804092  
CFR_EX+IN  0.344326  0.798361  0.504401  0.586208  0.902969  0.128871  0.0507758  0.443386  0.508394  0.338343  0.282948  
CFR_IN  0.301559  0.489388  0.332  0.461132  0.267675  0.533347  0.484393  0.284587  0.505282  0.452602  0.297291  
A-CFR_IN  -0.190868  0.0779149  0.0119212  0.0939091  0.0298937  -0.00555556  0.00748127  0.123417  -0.0634436  -0.00958951  0.0280617  
BPS-CFR  -0.368806  0.465251  0.504641  0.473007  0.414873  0.908351  -0.0855344  0.311358  0.528147  0.726854  0.578576  
TIPS-CFR  0.773124  0.443018  0.29041  0.39605  0.458164  0.341239  0.0987002  0.344942  0.615711  0.498894  0.81048  
CSPS-CFR  0.766542  0.5555  0.634935  0.416361  0.735181  0.373539  0.440366  0.382704  0.295708  0.246136  0.441852  
CFPS-CFR  0.532062  0.410469  0.379691  0.384022  0.379122  0.296909  0.285547  0.332  0.384231  0.376182  0.644471  
CFPS-CFR_EX+IN  -0.343625  1.20924  0.198015  0.318905  0.488369  0.0938321  0.0961428  0.356413  0.334882  0.415936  0.665654  
TIPS-CFR_EX+IN  -0.0317422  0.710118  0.143689  0.304252  0.175763  0.3928  0.188295  0.114856  0.365771  0.343168  0.411989  
BEHAV-CFR  0.0615468  0.255363  0.366577  0.4079  0.0687466  0.293048  0.45996  0.31997  0.396981  0.113375  0.526157  
t = 14
CFR  0.26  -0.157749  0.0757557  0.351692  0.392172  0.666517  0.221546  0.000883623  0.594287  0.418256  0.862896  
CFR_EX+IN  1.00318  0.792075  0.415643  0.589051  0.342085  0.221544  -0.0997838  0.543623  0.317769  0.526565  0.209226  
CFR_IN  0.406249  1.0247  0.332  0.459384  0.562611  0.30344  0.327776  0.332  0.717196  0.515611  0.325118  
A-CFR_IN  -0.204981  0.242679  0.00633812  0.0115732  0.0607661  -0.00471061  0.0483274  0.00658096  -0.174677  0.174117  0.025193  
BPS-CFR  0.512201  0.927163  0.246901  0.443366  0.418902  0.548992  -0.0378201  0.382154  0.556011  0.525507  0.691536  
TIPS-CFR  0.66824  0.468907  0.399798  0.395906  0.565895  0.304653  0.443907  0.342185  0.510442  0.533643  0.344201  
CSPS-CFR  0.700414  0.704817  0.775307  0.342479  0.778237  0.251946  0.470722  0.345188  0.425791  0.305174  0.423239  
CFPS-CFR  0.336825  0.595394  0.332  0.433166  0.392168  0.521461  0.358017  0.332  0.257041  0.285645  0.456477  
CFPS-CFR_EX+IN  0.370275  1.62812  0.0803984  0.284707  0.533097  0.123953  -0.0102355  0.382801  0.366422  0.524955  0.572231  
TIPS-CFR_EX+IN  0.535398  0.761705  0.071853  0.314836  0.594661  0.17439  0.173467  0.169808  0.407781  0.264498  0.610193  
BEHAV-CFR  0.496397  0.0926994  0.364107  0.425234  0.134693  0.377195  0.241131  0.356588  0.456196  0.127937  0.362282  
t = 15
CFR  0.26  0.108507  0.344817  0.110694  0.261053  0.679931  0.298415  0.0462164  0.350137  0.329672  0.546414  
CFR_EX+IN  0.601619  0.759784  0.504354  0.713608  0.171273  0.311603  -0.0692949  0.716744  0.59794  0.6362  0.364426  
CFR_IN  0.140878  1.06731  0.333291  0.39649  0.635666  0.340609  0.483701  0.333808  0.568906  0.493159  0.353902  
A-CFR_IN  -0.0938168  0.430981  0.147564  0.0333333  0.223821  0.0340905  0.113715  0.0432658  -0.0955998  0.351732  0.028387  
BPS-CFR  0.843538  0.905696  0.352991  0.385568  0.44656  0.339028  0.107979  0.394512  0.637882  0.5575  0.305082  
TIPS-CFR  0.571679  0.408881  0.475998  0.342633  0.736841  0.306439  0.519272  0.172996  0.410886  0.733137  0.426377  
CSPS-CFR  0.640573  0.684827  0.696105  0.257223  0.686848  0.199785  0.358172  0.283678  0.528013  0.418308  0.214572  
